"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 08, 2016","513.31","513.09","522.27","510.76","6.19M","-0.09%"
"Apr 07, 2016","513.76","512.59","519.08","506.25","4.06M","0.34%"
"Apr 06, 2016","512.02","511.20","513.48","506.50","3.23M","0.66%"
"Apr 05, 2016","508.65","510.83","516.31","506.30","4.73M","-0.78%"
"Apr 04, 2016","512.67","515.12","516.21","507.84","3.98M","0.06%"
"Apr 01, 2016","512.37","514.67","518.24","507.69","5.71M","-1.03%"
"Mar 31, 2016","517.69","515.61","523.04","511.50","14.23M","-0.18%"
"Mar 30, 2016","518.61","516.45","520.94","516.45","6.67M","1.04%"
"Mar 29, 2016","513.26","507.09","516.11","505.31","7.32M","1.55%"
"Mar 28, 2016","505.41","510.16","511.01","503.06","8.34M","-0.86%"
"Mar 23, 2016","509.77","518.53","518.53","506.40","7.76M","-1.78%"
"Mar 22, 2016","519.01","513.63","521.18","512.96","7.08M","1.02%"
"Mar 21, 2016","513.78","509.15","515.86","506.57","5.86M","0.98%"
"Mar 18, 2016","508.78","504.34","510.24","503.08","6.48M","1.10%"
"Mar 17, 2016","503.23","508.68","513.58","501.25","7.77M","-0.56%"
"Mar 16, 2016","506.08","505.71","508.08","498.00","5.11M","0.12%"
"Mar 15, 2016","505.46","507.19","509.10","502.78","4.84M","0.07%"
"Mar 14, 2016","505.09","504.77","508.38","501.72","5.48M","0.52%"
"Mar 11, 2016","502.49","502.69","509.94","500.56","7.07M","0.27%"
"Mar 10, 2016","501.12","516.13","518.04","499.76","9.56M","-2.88%"
"Mar 09, 2016","515.96","505.21","517.05","504.52","5.47M","1.43%"
"Mar 08, 2016","508.68","499.02","510.61","499.02","6.10M","2.05%"
"Mar 04, 2016","498.47","502.24","502.73","497.04","4.15M","-0.64%"
"Mar 03, 2016","501.67","500.26","504.22","494.07","7.33M","1.13%"
"Mar 02, 2016","496.05","491.79","498.15","488.99","9.28M","2.06%"
"Mar 01, 2016","486.04","477.82","487.90","477.80","7.59M","1.51%"
"Feb 29, 2016","478.79","471.18","492.63","463.11","14.32M","1.72%"
"Feb 26, 2016","470.71","472.03","474.87","467.72","3.85M","0.66%"
"Feb 25, 2016","467.62","472.62","473.78","466.01","11.46M","-0.90%"
"Feb 24, 2016","471.85","468.01","474.77","466.58","7.01M","0.31%"
"Feb 23, 2016","470.37","477.03","479.06","466.95","8.76M","-1.31%"
"Feb 22, 2016","476.63","467.62","479.60","467.62","5.89M","1.90%"
"Feb 19, 2016","467.74","465.59","471.90","464.27","4.72M","0.45%"
"Feb 18, 2016","465.64","476.95","479.80","463.61","6.66M","-1.31%"
"Feb 17, 2016","471.83","463.16","474.23","453.90","7.13M","2.37%"
"Feb 16, 2016","460.91","471.08","474.50","459.15","6.01M","-1.71%"
"Feb 15, 2016","468.93","454.69","471.21","454.69","8.90M","4.43%"
"Feb 12, 2016","449.02","462.57","462.57","439.88","13.53M","-1.95%"
"Feb 11, 2016","457.93","476.90","478.44","453.45","7.90M","-3.96%"
"Feb 10, 2016","476.81","471.38","481.93","469.87","7.79M","0.54%"
"Feb 09, 2016","474.25","471.98","479.85","470.54","9.05M","-0.37%"
"Feb 08, 2016","476.01","480.99","487.78","474.48","5.57M","-1.01%"
"Feb 05, 2016","480.89","484.95","486.39","476.19","9.69M","-0.22%"
"Feb 04, 2016","481.96","489.36","495.80","478.32","8.40M","-0.85%"
"Feb 03, 2016","486.09","489.36","492.33","482.92","7.24M","-1.97%"
"Feb 02, 2016","495.87","510.31","511.55","490.60","6.82M","-2.83%"
"Feb 01, 2016","510.31","515.09","516.01","507.96","4.58M","-0.49%"
"Jan 29, 2016","512.84","504.69","515.12","504.22","8.85M","1.82%"
"Jan 28, 2016","503.68","495.80","506.10","493.87","10.65M","1.76%"
"Jan 27, 2016","494.98","499.32","500.26","493.79","7.96M","-0.46%"
"Jan 25, 2016","497.26","500.26","504.59","495.31","6.05M","-0.02%"
"Jan 22, 2016","497.36","492.36","500.75","492.36","10.93M","2.03%"
"Jan 21, 2016","487.48","504.00","508.06","483.76","14.66M","-2.03%"
"Jan 20, 2016","497.56","512.59","512.59","490.35","20.82M","-3.74%"
"Jan 19, 2016","516.90","509.67","519.97","502.29","9.92M","2.63%"
"Jan 18, 2016","503.65","532.45","536.89","499.32","12.58M","-5.26%"
"Jan 15, 2016","531.61","529.85","539.63","527.80","13.28M","1.10%"
"Jan 14, 2016","525.84","526.93","535.42","521.58","12.84M","-1.41%"
"Jan 13, 2016","533.37","521.61","539.76","518.68","33.14M","3.00%"
"Jan 12, 2016","517.82","522.55","527.70","515.66","10.79M","-0.58%"
"Jan 11, 2016","520.86","503.21","525.42","500.75","13.39M","2.52%"
"Jan 08, 2016","508.06","505.21","511.60","503.58","9.84M","1.23%"
"Jan 07, 2016","501.87","505.73","509.17","499.29","9.11M","-1.83%"
"Jan 06, 2016","511.25","499.07","514.32","495.50","12.35M","2.69%"
"Jan 05, 2016","497.86","495.45","500.26","493.82","6.90M","0.99%"
"Jan 04, 2016","492.98","497.78","502.14","488.72","13.92M","-1.97%"
"Jan 01, 2016","502.91","500.16","504.67","499.37","2.50M","0.07%"
"Dec 31, 2015","502.54","496.99","505.06","494.86","8.53M","1.01%"
"Dec 30, 2015","497.53","502.73","503.23","496.30","3.76M","-1.07%"
"Dec 29, 2015","502.93","500.46","504.57","498.85","6.88M","0.49%"
"Dec 28, 2015","500.46","495.60","502.12","495.31","5.95M","0.98%"
"Dec 24, 2015","495.58","497.24","498.87","493.47","5.49M","-0.32%"
"Dec 23, 2015","497.19","491.24","498.72","490.35","5.96M","1.67%"
"Dec 22, 2015","489.01","491.74","496.59","487.38","5.34M","-0.48%"
"Dec 21, 2015","491.39","489.31","494.81","487.55","5.69M","0.02%"
"Dec 18, 2015","491.29","497.19","499.76","490.35","7.39M","-1.76%"
"Dec 17, 2015","500.11","485.42","502.73","484.41","8.94M","3.17%"
"Dec 16, 2015","484.73","483.37","489.14","482.18","5.58M","0.28%"
"Dec 15, 2015","483.37","474.01","484.38","472.35","7.25M","2.18%"
"Dec 14, 2015","473.07","469.35","477.23","468.56","4.88M","0.23%"
"Dec 11, 2015","472.00","471.41","475.00","467.02","8.38M","0.27%"
"Dec 10, 2015","470.71","456.92","472.42","455.68","8.58M","3.76%"
"Dec 09, 2015","453.65","463.70","467.30","452.14","4.23M","-2.66%"
"Dec 08, 2015","466.03","469.99","472.32","463.66","3.48M","-1.17%"
"Dec 07, 2015","471.56","478.19","481.93","470.42","6.68M","-1.39%"
"Dec 04, 2015","478.19","481.59","483.52","476.19","6.20M","-1.20%"
"Dec 03, 2015","484.01","482.87","489.83","482.48","5.24M","-0.08%"
"Dec 02, 2015","484.38","478.59","485.25","477.72","3.50M","1.25%"
"Dec 01, 2015","478.42","477.47","484.80","476.11","5.99M","0.01%"
"Nov 30, 2015","478.39","484.66","487.58","476.63","13.81M","-1.35%"
"Nov 27, 2015","484.93","489.86","491.59","482.48","5.03M","-0.97%"
"Nov 26, 2015","489.68","480.94","491.32","479.58","10.99M","2.16%"
"Nov 24, 2015","479.31","472.03","481.24","471.06","6.83M","1.46%"
"Nov 23, 2015","472.40","470.54","474.45","468.66","4.85M","0.73%"
"Nov 20, 2015","468.98","462.61","471.93","458.43","5.22M","1.29%"
"Nov 19, 2015","462.99","455.14","464.94","454.32","5.62M","2.49%"
"Nov 18, 2015","451.72","459.44","461.28","450.70","5.19M","-1.70%"
"Nov 17, 2015","459.52","464.62","465.04","458.75","3.96M","-0.70%"
"Nov 16, 2015","462.76","458.65","466.58","458.03","7.08M","0.13%"
"Nov 13, 2015","462.14","453.23","464.87","452.96","6.31M","0.49%"
"Nov 11, 2015","459.87","459.20","462.05","459.20","604.70K","0.62%"
"Nov 10, 2015","457.04","474.01","475.25","453.85","5.30M","-4.01%"
"Nov 09, 2015","476.11","462.37","477.97","457.39","7.86M","0.93%"
"Nov 06, 2015","471.73","465.31","472.89","464.55","3.86M","1.69%"
"Nov 05, 2015","463.90","470.04","471.04","462.12","4.97M","-1.55%"
"Nov 04, 2015","471.18","479.46","482.92","468.66","4.63M","-1.64%"
"Nov 03, 2015","479.06","477.10","480.67","476.11","5.25M","0.77%"
